ftmp_id,size,max,sat,normratio,scale,exp
36,8x120x160x64,24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966 24.450966,24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798 24.44798,,0,0
40,8x120x160x128,10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593,10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274,,0,0
42,8x120x160x128,10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593 10.807593,10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274 10.806274,,0,0
46,8x120x160x128,4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896 4.454896,4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196,,0,0
48,8x120x160x128,4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165,4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196,,0,0
50,8x60x80x128,4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165 4.0704165,4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196 4.0699196,,0,0
54,8x60x80x128,1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356 1.6144356,1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085,,0,0
56,8x60x80x128,1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951 1.5285951,1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085 1.5284085,,0,0
60,8x60x80x128,0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948 0.5553948,0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627,,0,0
62,8x60x80x128,0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747 0.44901747,0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627 0.4489627,,0,0
